ID,Ejercicio,Ramo,Siniestro,Fecha de ocurrencia,Fecha de derivacion,Suma asegurada,Ajuste,Accesorios,Tope de suma asegurada,Agencia,Marca de la unidad,Modelo de la unidad,Modelo / Año,Indemnizacion,MT indem - MT aseg,Fecha de pago
905,98,4,152332,1/16/2021,3/3/2021 12:00:00 a. m.,2145000,20,0,2574000,MORON,TOYOTA,TOYOTA COROLLA 1.8 XEI L/17 CVT,2018,"2.300.000,00",155000,3/11/2021 12:00:00 a. m.
906,98,4,152351,1/17/2021,1/23/2021 12:00:00 a. m.,680000,10,3200,751520,MORON,RENAULT,RENAULT KANGOO 2 1.6 EX 1 PLC CONFORT AA,2011,"730.700,00",50700,3/23/2021 12:00:00 a. m.
907,98,4,152414,1/16/2021,2/2/2021 12:00:00 a. m.,524700,10,60000,643170,MORON,FIAT,FIAT PALIO 1.4 5 P. FIRE L/09,2014,"643.000,00",118300,5/14/2021 12:00:00 a. m.
908,98,4,152421,12/17/2020,1/23/2021 12:00:00 a. m.,249630,30,60000,402519,MORON,MERCEDES BENZ,M.BENZ L 1114-42,1974,"402.519,00",152889,11/9/2021 12:00:00 a. m.
909,98,4,152646,1/15/2021,1/25/2021 12:00:00 a. m.,376000,20,55000,517200,MORON,VOLKSWAGEN,VW GOL TREND 1.6 5 P. PACK I,2011,"517.000,00",141000,2/1/2021 12:00:00 a. m.
910,98,4,152812,1/13/2021,1/20/2021 12:00:00 a. m.,2160000,20,0,2592000,AVELLANEDA,AUDI,AUDI A4 2.0 T FSI QUATTRO STR. SP CU PL,2011,"2.160.000,00",0,4/7/2021 12:00:00 a. m.
911,98,4,152866,1/19/2021,1/21/2021 12:00:00 a. m.,1200000,20,0,1440000,AVELLANEDA,TOYOTA,TOYOTA HILUX L/N 2.5 D/CAB 4X4 TD DX,2007,"1.440.000,00",240000,3/23/2021 12:00:00 a. m.
912,98,4,152883,1/17/2021,4/8/2021 12:00:00 a. m.,386400,20,0,463680,BUENOS AIRES,HYUNDAI,HYUNDAI H100 TRUCK 1.25 SUPER,1996,"463.800,00",77400,12/1/2021 12:00:00 a. m.
913,98,4,153001,1/18/2021,1/22/2021 12:00:00 a. m.,450500,10,0,495550,BUENOS AIRES,CHEVROLET,CHEVROLET MERIVA 1.8 GLS,2007,"430.000,00",-20500,3/26/2021 12:00:00 a. m.
914,98,4,153390,1/19/2021,1/22/2021 12:00:00 a. m.,1128000,10,0,1240800,BUENOS AIRES,TOYOTA,TOYOTA HILUX 2.8 C/D 4X4 SR5,1998,"1.180.000,00",52000,4/22/2021 12:00:00 a. m.
915,98,4,153547,1/19/2021,2/5/2021 12:00:00 a. m.,730000,10,0,803000,QUILMES,PEUGEOT,PEUGEOT 207 COMPACT 1.4 5 P. XR /ACTIVE,2013,"752.000,00",22000,6/5/2021 12:00:00 a. m.
916,98,4,153571,1/17/2021,2/2/2021 12:00:00 a. m.,440000,20,0,528000,BUENOS AIRES,FORD,FORD KA 1.6 FLY VIRAL L/11,2011,"515.000,00",75000,2/3/2021 12:00:00 a. m.
917,98,4,153576,1/18/2021,1/20/2021 12:00:00 a. m.,467500,30,0,607750,MARTINEZ,CHERY,CHERY QQ 1.1 LIGHT,2013,"394.400,00",-73100,4/12/2021 12:00:00 a. m.
918,98,4,153617,1/16/2021,1/25/2021 12:00:00 a. m.,516000,20,0,619200,MORON,CITROEN,CITROEN C4 2.0 HDI EXCLUSIVE 5 PTAS,2008,"543.000,00",27000,2/24/2021 12:00:00 a. m.
919,98,4,153721,1/18/2021,1/25/2021 12:00:00 a. m.,5027000,20,0,6032400,MORON,TOYOTA,TOYOTA HILUX SW4 TDI SRX AUT L/16,2018,"5.831.400,00",804400,2/18/2021 12:00:00 a. m.
920,98,4,153754,1/19/2021,1/25/2021 12:00:00 a. m.,363600,10,0,399960,MORON,VOLKSWAGEN,VW GOL 1.6 5 P. TREND,2010,"399.900,00",36300,3/16/2021 12:00:00 a. m.
921,98,4,154063,1/19/2021,1/25/2021 12:00:00 a. m.,792000,20,0,950400,AVELLANEDA,FORD,FORD ECO SPORT 1.6 XLS L/07,2012,"792.000,00",0,3/25/2021 12:00:00 a. m.
922,98,4,154100,1/20/2021,2/2/2021 12:00:00 a. m.,1111000,20,60000,1405200,MORON,RENAULT,RENAULT LOGAN II 1.6 16V PRIVILEGE PLUS,2017,"1.180.000,00",69000,3/5/2021 12:00:00 a. m.
923,98,4,154159,1/17/2021,1/26/2021 12:00:00 a. m.,451000,20,0,541200,AVELLANEDA,CHEVROLET,CHEVROLET AVEO 1.6 LT,2010,"510.000,00",59000,3/12/2021 12:00:00 a. m.
924,98,4,154180,1/19/2021,2/2/2021 12:00:00 a. m.,588000,30,0,764400,MORON,VOLKSWAGEN,VW TRANSPORTER 2.4 D,1999,"750.000,00",162000,2/18/2021 12:00:00 a. m.
925,98,4,154187,1/15/2021,1/26/2021 12:00:00 a. m.,748000,20,0,897600,MORON,PEUGEOT,PEUGEOT 207 COMPACT 1.6 5 P. XT,2011,"800.000,00",52000,4/13/2021 12:00:00 a. m.
926,98,4,154350,1/19/2021,1/25/2021 12:00:00 a. m.,1254000,20,0,1504800,BUENOS AIRES,FIAT,FIAT 500 1.4 SPORT MEX,2013,"1.170.000,00",-84000,3/26/2021 12:00:00 a. m.
927,98,4,154360,1/13/2021,1/21/2021 12:00:00 a. m.,470000,20,0,564000,EXT.CASA MATRIZ,FORD,FORD KA 1.0 FLY VIRAL L/08,2009,"470.000,00",0,2/9/2021 12:00:00 a. m.
928,98,4,154451,1/18/2021,1/26/2021 12:00:00 a. m.,1312300,20,0,1574760,MORON,VOLKSWAGEN,VW SURAN CROSS 1.6 HIGHLINE L/15,2017,"1.402.500,00",90200,5/12/2021 12:00:00 a. m.
929,98,4,154594,1/20/2021,3/9/2021 12:00:00 a. m.,1310000,30,0,1703000,MARTINEZ,PEUGEOT,PEUGEOT 308 1.6 HDI ALLURE GPS,2015,"1.290.000,00",-20000,4/30/2021 12:00:00 a. m.
930,98,4,154613,1/18/2021,1/26/2021 12:00:00 a. m.,1060000,20,0,1272000,MORON,VOLKSWAGEN,VW SURAN CROSS 1.6 HIGHLINE L/15,2018,"1.272.000,00",212000,3/19/2021 12:00:00 a. m.
931,98,4,154624,1/16/2021,2/2/2021 12:00:00 a. m.,1350000,20,0,1620000,MORON,VOLKSWAGEN,VW POLO 1.6 COMFORTLINE 5 PTAS L/18,2018,"1.400.000,00",50000,3/11/2021 12:00:00 a. m.
932,98,4,154662,1/20/2021,1/20/2021 12:00:00 a. m.,286800,20,0,344160,QUILMES,FIAT,FIAT PALIO HL 1.7 TD 5 PTAS.,1998,"293.000,00",6200,8/18/2021 12:00:00 a. m.
933,98,4,154725,1/18/2021,1/27/2021 12:00:00 a. m.,330000,30,38000,478400,BUENOS AIRES,CHEVROLET,CHEVROLET MERIVA GL 1.8,2006,"425.000,00",95000,3/10/2021 12:00:00 a. m.
934,98,4,154790,1/20/2021,1/25/2021 12:00:00 a. m.,326700,20,0,392040,CASA MATRIZ,SEAT,SEAT IBIZA 1.6 100 HP 5 PTAS. FULL,2002,"330.000,00",3300,3/3/2021 12:00:00 a. m.
935,98,4,154880,1/19/2021,1/21/2021 12:00:00 a. m.,578600,20,0,694320,MARTINEZ,FIAT,FIAT PALIO ADVENTURE 1.8 MPI,2008,"526.000,00",-52600,4/8/2021 12:00:00 a. m.
936,98,4,154948,1/20/2021,1/29/2021 12:00:00 a. m.,800000,20,0,960000,MORON,PEUGEOT,PEUGEOT 407 2.0 SV SPORT HDI,2010,"788.100,00",-11900,3/22/2021 12:00:00 a. m.
937,98,4,154956,1/19/2021,1/21/2021 12:00:00 a. m.,223200,20,30000,303840,MARTINEZ,VOLKSWAGEN,VW GOL 1.6 MI 5PTAS. DUBLIN,2001,"202.400,00",-20800,3/18/2021 12:00:00 a. m.
938,98,4,154984,1/15/2021,1/26/2021 12:00:00 a. m.,258100,20,0,309720,BUENOS AIRES,CHEVROLET,CHEVROLET CORSA 1.6 3 P. CITY,2007,"309.720,00",51620,6/17/2021 12:00:00 a. m.
939,98,4,155118,1/20/2021,1/21/2021 12:00:00 a. m.,583000,20,0,699600,CASA MATRIZ,CITROEN,CITROEN C 4 1.6 I X 5 PTAS.,2010,"600.000,00",17000,4/19/2021 12:00:00 a. m.
940,98,4,155498,1/20/2021,,1140000,20,0,1368000,MARTINEZ,RENAULT,RENAULT KANGOO EX L/18 1.6 EMOTION SCE,2018,"1.368.000,00",228000,3/22/2021 12:00:00 a. m.
941,98,4,155513,1/20/2021,1/26/2021 12:00:00 a. m.,501400,20,0,601680,MORON,VOLKSWAGEN,VW GOL TREND 1.6 5 P.,2010,"601.680,00",100280,6/29/2021 12:00:00 a. m.
942,98,4,155572,1/21/2021,1/25/2021 12:00:00 a. m.,254100,20,20000,328920,BUENOS AIRES,RENAULT,RENAULT 19 RN 5P.INY.,1996,"260.000,00",5900,5/5/2021 12:00:00 a. m.
943,98,4,155942,1/20/2021,1/28/2021 12:00:00 a. m.,400000,30,0,520000,BUENOS AIRES,VOLKSWAGEN,VW SAVEIRO DIESEL,1994,"400.000,00",0,3/3/2021 12:00:00 a. m.
944,98,4,156125,1/20/2021,2/3/2021 12:00:00 a. m.,913000,10,0,1004300,MARTINEZ,TOYOTA,TOYOTA COROLLA 1.8 XEI AUT L/11,2011,"934.000,00",21000,3/2/2021 12:00:00 a. m.
945,98,4,156202,1/21/2021,2/24/2021 12:00:00 a. m.,642000,20,0,770400,AVELLANEDA,RENAULT,RENAULT KANGOO 2 1.5 D EX. 1 PLC CONFORT AA,2011,"760.000,00",118000,3/25/2021 12:00:00 a. m.
946,98,4,156851,1/20/2021,1/27/2021 12:00:00 a. m.,757900,20,0,909480,MORON,VOLKSWAGEN,VW GOL 1.6 5 P. TREND L/13 TRENDLINE,2015,"779.750,00",21850,2/2/2021 12:00:00 a. m.
947,98,4,156957,1/21/2021,1/25/2021 12:00:00 a. m.,456500,20,0,547800,MARTINEZ,PEUGEOT,PEUGEOT 206 XRD 5 PTAS. PACK,2003,"370.000,00",-86500,3/15/2021 12:00:00 a. m.
948,98,4,157088,1/22/2021,3/26/2021 12:00:00 a. m.,814000,20,50000,1036800,MORON,VOLKSWAGEN,VW SURAN 1.6 TRENDLINE L/14,2013,"895.000,00",81000,4/8/2021 12:00:00 a. m.
949,98,4,157134,1/21/2021,3/5/2021 12:00:00 a. m.,2723000,20,0,3267600,QUILMES,TOYOTA,TOYOTA HILUX L/12 3.0 DC 4X4 TDI SRV CU A,2014,"2.950.000,00",227000,3/9/2021 12:00:00 a. m.
950,98,4,157179,1/21/2021,1/25/2021 12:00:00 a. m.,633600,20,45000,814320,MARTINEZ,VOLKSWAGEN,VW GOLF 2.0 HIGHLINE L/07,2009,"805.320,00",171720,2/22/2021 12:00:00 a. m.
951,98,4,157367,1/22/2021,1/25/2021 12:00:00 a. m.,583000,20,0,699600,CASA MATRIZ,FORD,FORD ECO SPORT 1.4 TDCI XL PLUS,2006,"550.000,00",-33000,4/16/2021 12:00:00 a. m.
952,98,4,157368,1/21/2021,2/5/2021 12:00:00 a. m.,770000,100,45000,1630000,MARTINEZ,RENAULT,RENAULT KANGOO 2 1.6 EX 1 PLC CONFORT AA,2012,"784.500,00",14500,2/19/2021 12:00:00 a. m.
953,98,4,157511,1/23/2021,1/25/2021 12:00:00 a. m.,711700,20,0,854040,MARTINEZ,PEUGEOT,PEUGEOT 207 COMPACT 1.9 5 P. XT D,2010,"669.250,00",-42450,2/8/2021 12:00:00 a. m.
954,98,4,157563,1/22/2021,1/26/2021 12:00:00 a. m.,438000,20,11000,538800,AVELLANEDA,CHEVROLET,CHEVROLET CORSA 2 GL 1.8 4 PTAS. AA DH,2007,"510.000,00",72000,6/10/2021 12:00:00 a. m.
955,98,4,157602,1/23/2021,1/25/2021 12:00:00 a. m.,2320000,10,0,2552000,AVELLANEDA,FORD,FORD RANGER 3.2L D 4X4 LTD MT D/C,2015,"2.552.000,00",232000,2/26/2021 12:00:00 a. m.
956,98,4,157636,1/21/2021,1/26/2021 12:00:00 a. m.,1130000,10,0,1243000,BUENOS AIRES,FORD,FORD ECO SPORT 1.6 TITANIUM L/13,2014,"1.150.000,00",20000,3/2/2021 12:00:00 a. m.
957,98,4,157664,1/22/2021,3/12/2021 12:00:00 a. m.,554600,20,0,665520,AVELLANEDA,CHEVROLET,CHEVROLET CLASSIC 1.4 4 PTAS. LS ABS AB,2015,"665.520,00",110920,4/13/2021 12:00:00 a. m.
958,98,4,157676,1/21/2021,1/27/2021 12:00:00 a. m.,720000,20,0,864000,BUENOS AIRES,CHEVROLET,CHEVROLET PRISMA 1.4 LS JOY + L/17,2017,"864.000,00",144000,4/26/2021 12:00:00 a. m.
959,98,4,157684,1/23/2021,3/30/2021 12:00:00 a. m.,403000,10,0,443300,AVELLANEDA,CHEVROLET,CHEVROLET CORSA 2 GL 1.7 4PTAS. TD,2002,"410.000,00",7000,4/14/2021 12:00:00 a. m.
960,98,4,157801,1/24/2021,3/1/2021 12:00:00 a. m.,649200,20,0,779040,EXT.CASA MATRIZ,FIAT,FIAT IDEA 1.4 ELX,2008,"601.500,00",-47700,3/9/2021 12:00:00 a. m.
961,98,4,157873,1/24/2021,3/29/2021 12:00:00 a. m.,497000,20,40000,644400,EXT.CASA MATRIZ,CHEVROLET,CHEVROLET CLASSIC 1.4 4 PTAS. LS AA,2014,"580.000,00",83000,7/23/2021 12:00:00 a. m.
962,98,4,157943,1/21/2021,1/27/2021 12:00:00 a. m.,450000,20,50000,600000,MORON,VOLKSWAGEN,VW VOYAGE 1.6 4 PTAS.,2009,"600.000,00",150000,3/11/2021 12:00:00 a. m.
963,98,4,157987,1/22/2021,1/26/2021 12:00:00 a. m.,968000,20,0,1161600,MARTINEZ,FIAT,FIAT MOBI WAY,2017,"968.000,00",0,6/14/2021 12:00:00 a. m.
964,98,4,157997,1/24/2021,1/26/2021 12:00:00 a. m.,4846000,20,0,5815200,CASA MATRIZ,MERCEDES BENZ,M.BENZ SPRINTER 515 CDI C 4325 19+1,2016,"5.700.000,00",854000,2/19/2021 12:00:00 a. m.
965,98,4,158181,1/17/2021,1/27/2021 12:00:00 a. m.,1150000,20,0,1380000,MORON,TOYOTA,TOYOTA ETIOS 1.5 5 PTAS. PLATINUM 4 AT,2017,"1.356.500,00",206500,4/13/2021 12:00:00 a. m.
966,98,4,158186,1/23/2021,2/9/2021 12:00:00 a. m.,1150000,10,0,1265000,AVELLANEDA,TOYOTA,TOYOTA ETIOS 1.5 4 PTAS. XLS 6MT L/18,2019,"1.265.000,00",115000,3/1/2021 12:00:00 a. m.
967,98,4,158225,1/25/2021,1/29/2021 12:00:00 a. m.,687500,20,0,825000,AVELLANEDA,FIAT,FIAT PALIO 1.4 5 P. FIRE L/14 CONFORT SE,2016,"687.500,00",0,3/19/2021 12:00:00 a. m.
968,98,4,158292,1/24/2021,1/29/2021 12:00:00 a. m.,462000,20,0,554400,LOMAS DE ZAMORA,CHEVROLET,CHEVROLET ASTRA II GSI 2.4 5 PTAS.,2006,"529.300,00",67300,2/23/2021 12:00:00 a. m.
969,98,4,158413,1/23/2021,3/2/2021 12:00:00 a. m.,435000,10,0,478500,BUENOS AIRES,CITROEN,CITROEN XSARA PICASSO 2.0 HDI,2004,"400.000,00",-35000,4/21/2021 12:00:00 a. m.
970,98,4,158477,1/24/2021,2/4/2021 12:00:00 a. m.,606100,20,0,727320,BUENOS AIRES,RENAULT,RENAULT SANDERO 1.6 16V CONFORT L/11,2011,"616.100,00",10000,3/12/2021 12:00:00 a. m.
971,98,4,158983,1/25/2021,2/5/2021 12:00:00 a. m.,588000,20,0,705600,QUILMES,RENAULT,RENAULT KANGOO 2 1.5 D EX. 2 PLC GRAND CONFORT,2009,"640.000,00",52000,7/5/2021 12:00:00 a. m.
972,98,4,158992,1/24/2021,1/26/2021 12:00:00 a. m.,913000,20,0,1095600,MARTINEZ,CHEVROLET,CHEVROLET PRISMA 1.4 LS JOY + L/17,2017,"892.000,00",-21000,2/9/2021 12:00:00 a. m.
973,98,4,159014,1/23/2021,1/26/2021 12:00:00 a. m.,561000,30,60015,807320,AVELLANEDA,PEUGEOT,PEUGEOT PARTNER URBANA 1.4 GNC CONFORT AA,2006,"620.000,00",59000,3/8/2021 12:00:00 a. m.
974,98,4,159021,1/23/2021,2/12/2021 12:00:00 a. m.,622800,20,0,747360,ROSARIO,VOLKSWAGEN,VW BORA 2.0 TRENDLINE L/07,2008,"705.000,00",82200,5/18/2021 12:00:00 a. m.
975,98,4,159295,1/23/2021,1/27/2021 12:00:00 a. m.,989000,20,0,1186800,AVELLANEDA,FORD,FORD FOCUS L/16 1.6 5 P S,2016,"1.176.800,00",187800,4/28/2021 12:00:00 a. m.
976,98,4,159314,1/24/2021,2/4/2021 12:00:00 a. m.,643500,10,40000,751850,BUENOS AIRES,VOLKSWAGEN,VW GOL 1.6 5 P. TREND L/13 PK III,2013,"747.850,00",104350,2/15/2021 12:00:00 a. m.
977,98,4,159320,1/21/2021,1/26/2021 12:00:00 a. m.,275000,20,18000,351600,AVELLANEDA,PEUGEOT,PEUGEOT 504 XS TF,1995,"288.000,00",13000,2/19/2021 12:00:00 a. m.
978,98,4,159381,1/25/2021,1/27/2021 12:00:00 a. m.,651000,20,0,781200,AVELLANEDA,PEUGEOT,PEUGEOT PARTNER 1.6 HDI CONFORT PLC L/10,2010,"760.000,00",109000,3/8/2021 12:00:00 a. m.
979,98,4,159407,1/25/2021,1/27/2021 12:00:00 a. m.,547200,20,0,656640,QUILMES,VOLKSWAGEN,VW SAVEIRO 1.6 L/10,2013,"656.640,00",109440,4/9/2021 12:00:00 a. m.
980,98,4,159419,1/24/2021,1/30/2021 12:00:00 a. m.,1260600,20,40000,1560720,MORON,PEUGEOT,PEUGEOT 308 FELINE 2.0 N,2013,"1.415.180,00",154580,2/19/2021 12:00:00 a. m.
981,98,4,159451,1/23/2021,1/27/2021 12:00:00 a. m.,1266000,20,0,1519200,MONTE GRANDE,FORD,FORD ECO SPORT 1.5 FREESTYLE L/18,2018,"1.519.200,00",253200,3/4/2021 12:00:00 a. m.
982,98,4,159519,1/26/2021,1/27/2021 12:00:00 a. m.,365200,30,0,474760,RIO NEGRO,VOLKSWAGEN,VW GOL 1.9 D 5 P. COMFORTLINE LN,2006,"341.000,00",-24200,3/26/2021 12:00:00 a. m.
983,98,4,159536,1/25/2021,2/5/2021 12:00:00 a. m.,1500000,20,0,1800000,AVELLANEDA,CHEVROLET,CHEVROLET SPIN 1.8 LT 5 AS L/19,2019,"1.500.000,00",0,5/6/2021 12:00:00 a. m.
984,98,4,159602,1/19/2021,2/9/2021 12:00:00 a. m.,395000,10,40000,478500,MORON,CHEVROLET,CHEVROLET CLASSIC 1.4 4 PTAS. LS SPIRIT,2013,"474.000,00",79000,3/30/2021 12:00:00 a. m.
985,98,4,159658,1/25/2021,3/16/2021 12:00:00 a. m.,2090000,30,0,2717000,AVELLANEDA,FORD,FORD RANGER XLT 3.2 TDI DC 4X4 L/12,2012,"2.275.000,00",185000,3/16/2021 12:00:00 a. m.
986,98,4,159687,1/22/2021,3/16/2021 12:00:00 a. m.,990000,20,45000,1242000,AVELLANEDA,FORD,FORD F-4000,2003,"1.242.000,00",252000,5/5/2021 12:00:00 a. m.
987,98,4,159693,1/25/2021,1/29/2021 12:00:00 a. m.,605000,99,50000,655000,BUENOS AIRES,FIAT,FIAT FIORINO FURGON FIRE,2011,"655.000,00",50000,4/8/2021 12:00:00 a. m.
988,98,4,159870,1/25/2021,3/9/2021 12:00:00 a. m.,327000,20,0,392400,MARTINEZ,CITROEN,CITROEN C 4 2.0 HDI SX,2008,"392.400,00",65400,4/14/2021 12:00:00 a. m.
989,98,4,159962,1/22/2021,2/4/2021 12:00:00 a. m.,534000,10,0,587400,SAN MARTIN,PEUGEOT,PEUGEOT 307 XS 1.6 5P. L/N,2009,"587.400,00",53400,3/25/2021 12:00:00 a. m.
990,98,4,160014,1/23/2021,1/29/2021 12:00:00 a. m.,804100,20,0,964920,MONTE GRANDE,VOLKSWAGEN,VW FOX 1.6 3 P. HIGHLINE L/10,2014,"946.000,00",141900,3/26/2021 12:00:00 a. m.
991,98,4,160077,1/22/2021,1/29/2021 12:00:00 a. m.,546700,10,0,601370,AVELLANEDA,CHEVROLET,CHEVROLET CLASSIC 1.4 4 PTAS. LS AA,2013,"580.000,00",33300,4/23/2021 12:00:00 a. m.
992,98,4,160099,1/25/2021,1/28/2021 12:00:00 a. m.,443300,30,95000,699790,MARTINEZ,CHEVROLET,CHEVROLET CORSA 1.6 4 P. GLS L/08 (CLASSIC),2008,"515.000,00",71700,2/22/2021 12:00:00 a. m.
993,98,4,160361,1/23/2021,1/28/2021 12:00:00 a. m.,654000,20,0,784800,QUILMES,FORD,FORD FIESTA 1.6 5 PTAS. TITANIUM (KD),2013,"784.800,00",130800,3/2/2021 12:00:00 a. m.
994,98,4,160362,1/25/2021,1/27/2021 12:00:00 a. m.,507600,20,0,609120,QUILMES,PEUGEOT,PEUGEOT 207 COMPACT 1.9 5 P. XS D,2011,"609.120,00",101520,3/30/2021 12:00:00 a. m.
995,98,4,160379,1/22/2021,1/30/2021 12:00:00 a. m.,956000,10,0,1051600,MORON,PEUGEOT,PEUGEOT PARTNER PATA. 1.6 VTC PLUS L/10,2014,"1.051.600,00",95600,3/23/2021 12:00:00 a. m.
996,98,4,160408,1/24/2021,1/29/2021 12:00:00 a. m.,952600,20,0,1143120,BUENOS AIRES,TOYOTA,TOYOTA ETIOS 1.5 4 PTAS. XLS,2015,"918.500,00",-34100,3/23/2021 12:00:00 a. m.
997,98,4,160720,1/25/2021,2/5/2021 12:00:00 a. m.,1100000,20,12000,1334400,MORON,PEUGEOT,PEUGEOT 208 1.6 5 P. FELINE CUIR,2014,"1.241.800,00",141800,5/20/2021 12:00:00 a. m.
998,98,4,160738,1/26/2021,2/26/2021 12:00:00 a. m.,651600,10,0,716760,ENTRE RIOS,VOLKSWAGEN,VW GOL 1.6 5 P. TREND L/13,2016,"716.760,00",65160,3/11/2021 12:00:00 a. m.
999,98,4,160808,1/23/2021,2/19/2021 12:00:00 a. m.,915200,20,32000,1136640,SAN MARTIN,CHEVROLET,CHEVROLET SPIN 1.8 LT 5 AS,2013,"932.000,00",16800,2/25/2021 12:00:00 a. m.
1000,98,4,160957,1/24/2021,2/15/2021 12:00:00 a. m.,2100000,20,0,2520000,QUILMES,TOYOTA,TOYOTA HILUX L/12 3.0 DC 4X2 TDI SRV CU,2013,"2.450.000,00",350000,3/26/2021 12:00:00 a. m.
1001,98,4,161070,1/25/2021,2/5/2021 12:00:00 a. m.,750000,20,0,900000,MORON,RENAULT,RENAULT KANGOO 2 1.5 D AUTHEN. 2 PLC 7 AS,2010,"750.000,00",0,4/7/2021 12:00:00 a. m.
1002,98,4,161137,1/22/2021,1/28/2021 12:00:00 a. m.,2200000,20,0,2640000,INTERIOR BS.AS.,ACOPLADO,ACOPLADO,2012,"2.304.000,00",104000,4/1/2021 12:00:00 a. m.
1003,98,4,161216,1/27/2021,2/5/2021 12:00:00 a. m.,500100,20,40000,648120,AVELLANEDA,RENAULT,RENAULT KANGOO RN 1.4 PK,2000,"499.990,00",-110,4/15/2021 12:00:00 a. m.
1004,98,4,161321,1/26/2021,2/4/2021 12:00:00 a. m.,280000,20,0,336000,AVELLANEDA,RENAULT,RENAULT MEGANE F/2 4P. 1.6 PACK PLUS,2008,"336.000,00",56000,5/19/2021 12:00:00 a. m.
1005,98,4,161331,1/24/2021,1/28/2021 12:00:00 a. m.,5460000,20,0,6552000,EXT.CASA MATRIZ,TOYOTA,TOYOTA HILUX SW4 TDI SRX AUT L/16,2018,"5.460.000,00",0,3/10/2021 12:00:00 a. m.
1006,98,4,161483,1/26/2021,1/30/2021 12:00:00 a. m.,939000,20,0,1126800,MORON,TOYOTA,TOYOTA HILUX 2.8 C/D 4X4 SR5,1997,"1.126.800,00",187800,4/13/2021 12:00:00 a. m.
1007,98,4,161650,12/27/2020,1/28/2021 12:00:00 a. m.,212400,20,0,254880,AVELLANEDA,VOLKSWAGEN,VW GOL 1.9 SD 5PTAS. LAMY,2003,"254.880,00",42480,5/19/2021 12:00:00 a. m.
1008,98,4,161750,1/13/2021,5/20/2021 12:00:00 a. m.,424000,20,55000,574800,MORON,CHEVROLET,CHEVROLET CLASSIC 1.4 4 PTAS. LT PACK,2013,"574.800,00",150800,8/4/2021 12:00:00 a. m.
1009,98,4,161903,1/25/2021,1/28/2021 12:00:00 a. m.,1231200,20,0,1477440,AVELLANEDA,VOLKSWAGEN,VW VENTO 2.5 170 HP LUXURY TIP L/11,2013,"1.300.000,00",68800,5/4/2021 12:00:00 a. m.
1010,98,4,161987,1/26/2021,2/2/2021 12:00:00 a. m.,3365000,20,0,4038000,INTERIOR BS.AS.,TOYOTA,TOYOTA HILUX L/16 2.4 DC 4X4 TDI DX,2017,"2.900.000,00",-465000,2/19/2021 12:00:00 a. m.
1011,98,4,162058,1/26/2021,1/29/2021 12:00:00 a. m.,370000,10,0,407000,CASA MATRIZ,VOLKSWAGEN,VW GOL COUNTRY 1.6 TRENDLINE LN PLUS,2008,"407.000,00",37000,4/19/2021 12:00:00 a. m.
1012,98,4,162067,1/27/2021,2/22/2021 12:00:00 a. m.,750000,20,0,900000,AVELLANEDA,CHERY,CHERY TIGGO 2.0 4X2 CONFORT L/13,2013,"850.000,00",100000,4/13/2021 12:00:00 a. m.
1013,98,4,162077,1/24/2021,2/2/2021 12:00:00 a. m.,808500,20,62500,1045200,MORON,FIAT,FIAT GRAND SIENA 1.6 ESSENCE L/14,2016,"928.300,00",119800,3/26/2021 12:00:00 a. m.
1014,98,4,162243,1/27/2021,1/29/2021 12:00:00 a. m.,3025000,20,0,3630000,CASA MATRIZ,MERCEDES BENZ,M.BENZ A 200 BLUEEFFICIENCY URBAN AUT,2013,"2.850.000,00",-175000,4/16/2021 12:00:00 a. m.
1015,98,4,162438,1/27/2021,2/5/2021 12:00:00 a. m.,1226500,10,0,1349150,MORON,VOLKSWAGEN,VW POLO 1.6 TRENDLINE 5 PTAS. L/18,2018,"1.300.000,00",73500,3/22/2021 12:00:00 a. m.
1016,98,4,162439,1/28/2021,2/1/2021 12:00:00 a. m.,948000,20,0,1137600,BUENOS AIRES,RENAULT,RENAULT KWID 1.0 ZEN,2018,"930.000,00",-18000,3/12/2021 12:00:00 a. m.
1017,98,4,162566,1/18/2021,2/5/2021 12:00:00 a. m.,360000,10,40000,440000,MORON,CHEVROLET,CHEVROLET CLASSIC 1.4 3 PTAS. LS CITY,2011,"440.000,00",80000,2/25/2021 12:00:00 a. m.
1018,98,4,162926,1/27/2021,2/2/2021 12:00:00 a. m.,485000,20,0,582000,SAN MARTIN,FIAT,FIAT FIORINO FURGON FIRE,2009,"512.000,00",27000,5/6/2021 12:00:00 a. m.
1019,98,4,162965,1/27/2021,2/1/2021 12:00:00 a. m.,935000,30,0,1215500,MORON,VOLKSWAGEN,VW GOL 1.6 5 P TREND L/17 HIGHLINE,2017,"1.185.600,00",250600,2/17/2021 12:00:00 a. m.
1020,98,4,163056,1/27/2021,2/1/2021 12:00:00 a. m.,2002000,20,47000,2458800,AVELLANEDA,TOYOTA,TOYOTA HILUX L/N 3.0 D/CAB 4X4 TDI SR AB,2011,"2.090.000,00",88000,2/24/2021 12:00:00 a. m.
1021,98,4,163102,1/27/2021,2/5/2021 12:00:00 a. m.,237600,20,0,285120,CORDOBA,VOLKSWAGEN,VW GOL GL 1.0 MI 3 PTAS. PLUS,1999,"279.000,00",41400,2/12/2021 12:00:00 a. m.
