ID,Ejercicio,Ramo,Siniestro,Fecha de ocurrencia,Fecha de derivacion,Suma asegurada,Ajuste,Accesorios,Tope de suma asegurada,Agencia,Marca de la unidad,Modelo de la unidad,Modelo / Año,Indemnizacion,MT indem - MT aseg,Fecha de pago
2015,98,4,245363,4/21/2021,5/12/2021 12:00:00 a. m.,907500,20,0,1089000,CORDOBA,HONDA,HONDA CITY 1.5 EXL,2011,"945.300,00",37800,6/1/2021 12:00:00 a. m.
2016,98,4,245449,4/21/2021,4/26/2021 12:00:00 a. m.,751000,30,0,976300,MARTINEZ,CITROEN,CITROEN BERLINGO FURGON 1.4 I L/N,2012,"860.000,00",109000,7/21/2021 12:00:00 a. m.
2017,98,4,245492,4/22/2021,5/4/2021 12:00:00 a. m.,803000,20,0,963600,MORON,RENAULT,RENAULT KANGOO 2 1.6 EX 1 PLC CONFORT AA,2013,"865.000,00",62000,6/10/2021 12:00:00 a. m.
2018,98,4,245533,4/22/2021,6/15/2021 12:00:00 a. m.,533500,20,0,640200,QUILMES,RENAULT,RENAULT KANGOO RLD 1.9 AUTHENTIQUE AA 2/PL,2006,"580.000,00",46500,6/30/2021 12:00:00 a. m.
2019,98,4,245752,4/23/2021,4/26/2021 12:00:00 a. m.,480000,10,0,528000,AVELLANEDA,PEUGEOT,PEUGEOT 206 XT 1.9 5 PTAS. D L/N,2006,"520.000,00",40000,7/7/2021 12:00:00 a. m.
2020,98,4,245755,4/22/2021,4/29/2021 12:00:00 a. m.,1427000,20,0,1712400,BUENOS AIRES,FORD,FORD FOCUS L/17 1.6 5 P S,2017,"1.663.000,00",236000,6/10/2021 12:00:00 a. m.
2021,98,4,245793,4/22/2021,5/5/2021 12:00:00 a. m.,793100,20,0,951720,AVELLANEDA,FIAT,FIAT LINEA ESSENCE DUALOGIC,2010,"750.000,00",-43100,6/11/2021 12:00:00 a. m.
2022,98,4,245810,4/23/2021,5/4/2021 12:00:00 a. m.,550000,20,80000,756000,MORON,RENAULT,RENAULT CLIO 2 F2 1.2 5 P. AUTHENTIQ PK I,2011,"650.000,00",100000,6/11/2021 12:00:00 a. m.
2023,98,4,245900,4/22/2021,5/5/2021 12:00:00 a. m.,4350500,10,0,4785550,CASA MATRIZ,MERCEDES BENZ,M.BENZ ATRON 1720-48,2013,"4.600.000,00",249500,6/18/2021 12:00:00 a. m.
2024,98,4,245929,4/20/2021,4/26/2021 12:00:00 a. m.,973500,20,0,1168200,AVELLANEDA,FORD,FORD F-100 - 93,1992,"1.168.200,00",194700,8/23/2021 12:00:00 a. m.
2025,98,4,245975,4/21/2021,4/30/2021 12:00:00 a. m.,680000,20,0,816000,MORON,FORD,FORD TRANSIT 2.5 D 190 L,1999,"816.000,00",136000,6/29/2021 12:00:00 a. m.
2026,98,4,245976,4/22/2021,4/26/2021 12:00:00 a. m.,2805000,20,0,3366000,AVELLANEDA,AUDI,AUDI A4 2.0 TDI L/12 AMBITION MULTITRONIC,2012,"2.700.000,00",-105000,7/1/2021 12:00:00 a. m.
2027,98,4,246013,4/21/2021,4/26/2021 12:00:00 a. m.,1716000,20,0,2059200,BUENOS AIRES,FORD,FORD F-100 4.2 TDI XLTMWM C/D,2006,"1.700.000,00",-16000,6/22/2021 12:00:00 a. m.
2028,98,4,246087,4/17/2021,6/10/2021 12:00:00 a. m.,502000,20,120000,746400,MENDOZA,VOLKSWAGEN,VW PASSAT 1.8,1998,"622.000,00",120000,8/23/2021 12:00:00 a. m.
2029,98,4,246093,4/21/2021,4/26/2021 12:00:00 a. m.,950000,20,0,1140000,AVELLANEDA,FORD,FORD RANGER XL 3.0 TDI S/C 4X2 PLUS,2008,"1.140.000,00",190000,7/2/2021 12:00:00 a. m.
2030,98,4,246187,4/23/2021,4/28/2021 12:00:00 a. m.,3135000,10,0,3448500,MORON,VOLKSWAGEN,VW AMAROK 2.0 TD 4X2 DC COM 180HP L/17,2017,"3.135.000,00",0,5/21/2021 12:00:00 a. m.
2031,98,4,246433,4/23/2021,7/1/2021 12:00:00 a. m.,780500,20,30000,972600,AVELLANEDA,FORD,FORD ECO SPORT 1.6 XLS PLUS L/10,2011,"850.000,00",69500,7/14/2021 12:00:00 a. m.
2032,98,4,246484,4/21/2021,5/4/2021 12:00:00 a. m.,786500,10,124000,1001550,MORON,VOLKSWAGEN,VW BORA 1.9 TDI TRENDLINE L/07,2010,"1.000.000,00",213500,6/24/2021 12:00:00 a. m.
2033,98,4,246493,4/23/2021,4/28/2021 12:00:00 a. m.,596200,10,55000,716320,MORON,CHEVROLET,CHEVROLET CLASSIC WAGON 1.4 LS,2011,"675.000,00",78800,6/25/2021 12:00:00 a. m.
2034,98,4,246521,4/23/2021,4/26/2021 12:00:00 a. m.,533500,20,0,640200,EXT.CASA MATRIZ,PEUGEOT,PEUGEOT 206 X-LINE 1.9 5 PTAS.,2007,"533.500,00",0,6/11/2021 12:00:00 a. m.
2035,98,4,246558,4/24/2021,4/28/2021 12:00:00 a. m.,484000,30,0,629200,BUENOS AIRES,SUZUKI,SUZUKI FUN 1.0 AA,2005,"484.000,00",0,6/21/2021 12:00:00 a. m.
2036,98,4,246584,4/23/2021,5/4/2021 12:00:00 a. m.,506000,20,0,607200,MORON,PEUGEOT,PEUGEOT 206 XT 1.6 5 PTAS. L/N PREMIUM,2006,"540.000,00",34000,5/31/2021 12:00:00 a. m.
2037,98,4,246721,4/24/2021,4/27/2021 12:00:00 a. m.,543000,99,55000,598000,MARTINEZ,CHEVROLET,CHEVROLET AVEO 1.6 LS,2011,"598.000,00",55000,5/27/2021 12:00:00 a. m.
2038,98,4,246737,4/23/2021,4/27/2021 12:00:00 a. m.,310000,20,0,372000,AVELLANEDA,RENAULT,RENAULT CLIO 2 1.6 RN 5 PTAS. AA,2001,"372.000,00",62000,7/28/2021 12:00:00 a. m.
2039,98,4,246785,4/21/2021,4/27/2021 12:00:00 a. m.,880000,30,0,1144000,MARTINEZ,VOLKSWAGEN,VW GOLF 1.8 T GTI 180 HP L/07,2008,"1.100.000,00",220000,5/21/2021 12:00:00 a. m.
2040,98,4,246794,4/24/2021,4/28/2021 12:00:00 a. m.,1672000,20,0,2006400,AVELLANEDA,FORD,FORD FOCUS L/16 2.0 5 P TITANIUM,2017,"1.900.000,00",228000,5/20/2021 12:00:00 a. m.
2041,98,4,246878,4/23/2021,4/27/2021 12:00:00 a. m.,932400,20,35000,1160880,BUENOS AIRES,RENAULT,RENAULT DUSTER 1.6 4X2 DYNAMIQUE,2011,"1.015.000,00",82600,8/10/2021 12:00:00 a. m.
2042,98,4,246890,4/24/2021,4/27/2021 12:00:00 a. m.,935000,20,0,1122000,AVELLANEDA,VOLKSWAGEN,VW BORA 1.8 T. HIGHLINE L/07,2009,"1.050.000,00",115000,5/26/2021 12:00:00 a. m.
2043,98,4,246894,4/23/2021,4/27/2021 12:00:00 a. m.,740300,10,0,814330,BUENOS AIRES,VOLKSWAGEN,VW GOL 1.6 3 P. TREND L/13,2015,"765.000,00",24700,8/20/2021 12:00:00 a. m.
2044,98,4,246903,4/24/2021,5/7/2021 12:00:00 a. m.,473000,20,45000,621600,MARTINEZ,FORD,FORD FOCUS GHIA 2.0 16V 4 PTAS. AT,2004,"518.000,00",45000,8/23/2021 12:00:00 a. m.
2045,98,4,246928,4/23/2021,5/3/2021 12:00:00 a. m.,750000,20,250000,1200000,AVELLANEDA,FORD,FORD F-4000,1995,"1.200.000,00",450000,6/28/2021 12:00:00 a. m.
2046,98,4,246943,4/26/2021,4/27/2021 12:00:00 a. m.,786500,20,0,943800,QUILMES,FIAT,FIAT SIENA 1.4 EL,2012,"750.000,00",-36500,6/3/2021 12:00:00 a. m.
2047,98,4,247219,4/25/2021,4/28/2021 12:00:00 a. m.,1122000,20,0,1346400,MARTINEZ,RENAULT,RENAULT SANDERO II 1.6 8V EXPRESSION,2017,"1.190.000,00",68000,7/22/2021 12:00:00 a. m.
2048,98,4,247461,4/25/2021,5/6/2021 12:00:00 a. m.,594000,20,0,712800,BUENOS AIRES,RENAULT,RENAULT KANGOO CONFORT 1.9 D,2007,"594.000,00",0,6/30/2021 12:00:00 a. m.
2049,98,4,247474,4/23/2021,4/27/2021 12:00:00 a. m.,2200000,10,0,2420000,AVELLANEDA,VOLKSWAGEN,VW AMAROK 2.0 TD 4X4 SC STARLINE,2013,"2.200.000,00",0,7/21/2021 12:00:00 a. m.
2050,98,4,247651,4/25/2021,4/27/2021 12:00:00 a. m.,2210000,20,111000,2785200,BUENOS AIRES,VOLKSWAGEN,VW AMAROK 2.0 TDI 4X2 D/C TRENDLINE,2013,"2.321.000,00",111000,6/8/2021 12:00:00 a. m.
2051,98,4,247772,4/25/2021,4/28/2021 12:00:00 a. m.,360000,20,0,432000,MARTINEZ,PEUGEOT,PEUGEOT 206 XRD 5 PTAS. PACK,2001,"432.000,00",72000,9/8/2021 12:00:00 a. m.
2052,98,4,247826,4/25/2021,4/27/2021 12:00:00 a. m.,621500,20,0,745800,AVELLANEDA,HONDA,HONDA FIT 1.4 LXL 5 PTAS. AT,2006,"627.500,00",6000,8/10/2021 12:00:00 a. m.
2053,98,4,247862,4/26/2021,5/4/2021 12:00:00 a. m.,522500,20,0,627000,MORON,CHRYSLER,CHRYSLER PT CRUISER 2.4 CLASSIC,2007,"627.000,00",104500,7/27/2021 12:00:00 a. m.
2054,98,4,248024,4/22/2021,5/27/2021 12:00:00 a. m.,391000,20,60000,541200,ROSARIO,CHEVROLET,CHEVROLET CORSA 2 GL 1.8 4 PTAS. AA DH,2008,"506.750,00",115750,7/1/2021 12:00:00 a. m.
2055,98,4,248348,4/24/2021,5/4/2021 12:00:00 a. m.,1248500,20,0,1498200,MORON,RENAULT,RENAULT DUSTER 2.0 4X2 LUXE NAV,2015,"1.300.000,00",51500,6/14/2021 12:00:00 a. m.
2056,98,4,248441,4/26/2021,4/29/2021 12:00:00 a. m.,716100,20,0,859320,BUENOS AIRES,FIAT,FIAT PALIO 1.4 5 P ATTRACTIVE L/12,2014,"777.000,00",60900,6/7/2021 12:00:00 a. m.
2057,98,4,248535,4/25/2021,4/28/2021 12:00:00 a. m.,1138000,20,0,1365600,BUENOS AIRES,VOLKSWAGEN,VW VENTO 2.0 TDI LUXURY DSG L/11,2011,"1.365.600,00",227600,9/13/2021 12:00:00 a. m.
2058,98,4,248624,4/26/2021,5/3/2021 12:00:00 a. m.,557700,20,60000,741240,MORON,CHEVROLET,CHEVROLET CLASSIC 1.4 4 PTAS. LT SPIRIT,2012,"671.000,00",113300,5/14/2021 12:00:00 a. m.
2059,98,4,248628,4/19/2021,5/17/2021 12:00:00 a. m.,821700,20,0,986040,MORON,VOLKSWAGEN,VW GOL 1.6 3 P. TREND L/13 HIGHLINE,2014,"857.000,00",35300,6/10/2021 12:00:00 a. m.
2060,98,4,248665,4/22/2021,5/1/2021 12:00:00 a. m.,1121000,99,0,1121000,MORON,RENAULT,RENAULT KANGOO 2 1.6 AUTHEN. PLUS 2 PL L/14,2015,"1.121.000,00",0,6/2/2021 12:00:00 a. m.
2061,98,4,248712,4/26/2021,4/28/2021 12:00:00 a. m.,621500,20,50000,805800,EXT.CASA MATRIZ,CHEVROLET,CHEVROLET CELTA 1.4 5 PTAS. LT,2012,"650.000,00",28500,11/4/2021 12:00:00 a. m.
2062,98,4,248728,4/27/2021,5/4/2021 12:00:00 a. m.,522500,30,18000,702650,CORDOBA,CITROEN,CITROEN C 3 1.6 I 16V EXCLUSIVE,2008,"595.000,00",72500,7/2/2021 12:00:00 a. m.
2063,98,4,248752,4/26/2021,7/15/2021 12:00:00 a. m.,1380000,20,0,1656000,QUILMES,VOLKSWAGEN,VW VENTO 2.0 T SPORTLINE DSG L/11,2011,"1.656.000,00",276000,7/30/2021 12:00:00 a. m.
2064,98,4,248772,4/24/2021,5/4/2021 12:00:00 a. m.,786500,20,60000,1015800,MORON,RENAULT,RENAULT FLUENCE 2.0 DYNAMIQUE,2011,"840.000,00",53500,8/2/2021 12:00:00 a. m.
2065,98,4,249092,4/27/2021,4/28/2021 12:00:00 a. m.,2420000,20,0,2904000,AVELLANEDA,FORD,FORD RANGER 2.5 DC 4X2 L/18 XLT,2018,"2.830.000,00",410000,5/17/2021 12:00:00 a. m.
2066,98,4,249115,4/26/2021,5/15/2021 12:00:00 a. m.,1149500,20,0,1379400,QUILMES,FORD,FORD KA 1.5 SE,2017,"1.230.000,00",80500,6/8/2021 12:00:00 a. m.
2067,98,4,249176,4/26/2021,4/28/2021 12:00:00 a. m.,458900,20,0,550680,BUENOS AIRES,VOLKSWAGEN,VW GOL 1.4 5 P POWER,2012,"455.000,00",-3900,7/5/2021 12:00:00 a. m.
2068,98,4,249401,4/26/2021,4/28/2021 12:00:00 a. m.,2100000,10,0,2310000,AVELLANEDA,VOLKSWAGEN,VW AMAROK 2.0 TDI 4X2 D/C TRENDLINE,2013,"2.310.000,00",210000,7/14/2021 12:00:00 a. m.
2069,98,4,249459,4/27/2021,5/7/2021 12:00:00 a. m.,1500000,20,0,1800000,AVELLANEDA,HYUNDAI,HYUNDAI H100 PICK-UP,2009,"1.500.000,00",0,6/4/2021 12:00:00 a. m.
2070,98,4,249608,4/26/2021,4/28/2021 12:00:00 a. m.,811800,20,0,974160,MARTINEZ,CHERY,CHERY QQ 1.0 CONFORT SECURITY,2018,"950.000,00",138200,6/2/2021 12:00:00 a. m.
2071,98,4,249746,4/27/2021,4/29/2021 12:00:00 a. m.,643000,20,0,771600,LOMAS DE ZAMORA,RENAULT,RENAULT KANGOO CONFORT 1.5 DCI,2008,"705.000,00",62000,7/13/2021 12:00:00 a. m.
2072,98,4,249802,4/27/2021,5/4/2021 12:00:00 a. m.,764500,20,80000,1013400,AVELLANEDA,PEUGEOT,PEUGEOT 207 COMPACT 1.6 3 P. XT,2009,"844.500,00",80000,6/14/2021 12:00:00 a. m.
2073,98,4,250019,4/26/2021,5/1/2021 12:00:00 a. m.,1232000,20,35000,1520400,MORON,RENAULT,RENAULT KANGOO 2 1.5 D EX. 2 PLC CON. 5A L/14,2016,"1.253.750,00",21750,7/14/2021 12:00:00 a. m.
2074,98,4,250080,4/26/2021,4/29/2021 12:00:00 a. m.,480000,20,0,576000,CASA MATRIZ,FIAT,FIAT UNO FIRE 1.3 5 PTAS. L/11 CONFORT,2013,"576.000,00",96000,6/28/2021 12:00:00 a. m.
2075,98,4,250244,4/27/2021,4/29/2021 12:00:00 a. m.,695200,20,0,834240,EXT.CASA MATRIZ,VOLKSWAGEN,VW VOYAGE 1.6 4 PTAS. HIGHLINE,2011,"695.200,00",0,7/15/2021 12:00:00 a. m.
2076,98,4,250343,4/27/2021,4/30/2021 12:00:00 a. m.,840000,20,120800,1152960,EXT.CASA MATRIZ,VOLKSWAGEN,VW BORA 2.0 TRENDLINE L/07,2008,"920.000,00",80000,7/27/2021 12:00:00 a. m.
2077,98,4,250353,4/27/2021,5/11/2021 12:00:00 a. m.,760000,20,0,912000,AVELLANEDA,VOLKSWAGEN,VW SURAN 1.6 TRENDLINE L/10,2013,"900.000,00",140000,9/2/2021 12:00:00 a. m.
2078,98,4,250378,4/28/2021,5/7/2021 12:00:00 a. m.,1300000,30,0,1690000,MORON,FORD,FORD F-4000,2007,"1.690.000,00",390000,6/11/2021 12:00:00 a. m.
2079,98,4,250396,4/28/2021,4/29/2021 12:00:00 a. m.,410000,20,0,492000,CASA MATRIZ,PEUGEOT,PEUGEOT 206 XR 1.6 3 PTAS.,2002,"430.000,00",20000,7/16/2021 12:00:00 a. m.
2080,98,4,250435,4/24/2021,4/29/2021 12:00:00 a. m.,1254000,20,23000,1532400,BUENOS AIRES,RENAULT,RENAULT KANGOO 2 1.6 EX. 2 PLC CON. 5 AS PACK,2018,"1.600.000,00",346000,7/5/2021 12:00:00 a. m.
2081,98,4,250520,4/27/2021,4/29/2021 12:00:00 a. m.,1171000,20,0,1405200,MARTINEZ,FORD,FORD ECO SPORT 1.6 S L/13,2013,"1.250.000,00",79000,9/22/2021 12:00:00 a. m.
2082,98,4,250690,4/27/2021,5/17/2021 12:00:00 a. m.,1300000,20,0,1560000,MORON,FORD,FORD ECO SPORT 1.6 SE L/13,2015,"1.388.750,00",88750,6/14/2021 12:00:00 a. m.
2083,98,4,250767,4/26/2021,4/29/2021 12:00:00 a. m.,858000,20,210000,1281600,M.DEL PLATA (ERNANDES),PEUGEOT,PEUGEOT PARTNER 1.4 CONFORT PLC L/10,2014,"1.190.000,00",332000,6/22/2021 12:00:00 a. m.
2084,98,4,250779,4/27/2021,4/29/2021 12:00:00 a. m.,566500,20,0,679800,MARTINEZ,VOLKSWAGEN,VW SURAN 1.9 SDI COMFORTLINE,2007,"580.000,00",13500,7/21/2021 12:00:00 a. m.
2085,98,4,250888,4/28/2021,5/7/2021 12:00:00 a. m.,599500,20,0,719400,MORON,CHEVROLET,CHEVROLET CELTA 1.4 3 PTAS. LT,2012,"618.000,00",18500,8/2/2021 12:00:00 a. m.
2086,98,4,250970,4/29/2021,5/5/2021 12:00:00 a. m.,1200500,10,0,1320550,SAN MARTIN,FORD,FORD ECO SPORT 1.6 FREESTYLE L/13,2013,"1.205.000,00",4500,6/10/2021 12:00:00 a. m.
2087,98,4,251018,4/28/2021,4/30/2021 12:00:00 a. m.,460000,20,95000,666000,AVELLANEDA,RENAULT,RENAULT MEGANE F/2 4P. 1.6 PACK PLUS,2009,"560.000,00",100000,6/9/2021 12:00:00 a. m.
2088,98,4,251135,4/28/2021,4/30/2021 12:00:00 a. m.,255200,10,0,280720,AVELLANEDA,RENAULT,RENAULT 18 TS BASE,1992,"280.720,00",25520,6/29/2021 12:00:00 a. m.
2089,98,4,251145,4/29/2021,4/30/2021 12:00:00 a. m.,863500,20,0,1036200,AVELLANEDA,FORD,FORD F-4000,1996,"1.036.200,00",172700,6/16/2021 12:00:00 a. m.
2090,98,4,251189,4/28/2021,5/2/2021 12:00:00 a. m.,936000,20,0,1123200,BUENOS AIRES,FORD,FORD FIESTA 1.6 5 PTAS. TITANIUM (KD),2010,"900.000,00",-36000,6/15/2021 12:00:00 a. m.
2091,98,4,251383,4/29/2021,6/2/2021 12:00:00 a. m.,623700,20,0,748440,QUILMES,CHEVROLET,CHEVROLET CLASSIC 1.4 4 PTAS. LT SPIRIT,2012,"700.000,00",76300,6/16/2021 12:00:00 a. m.
2092,98,4,251464,4/28/2021,5/10/2021 12:00:00 a. m.,495800,20,0,594960,SAN MARTIN,VOLKSWAGEN,VW GOL 1.4 5 P POWER,2011,"594.000,00",98200,6/17/2021 12:00:00 a. m.
2093,98,4,251535,4/29/2021,5/6/2021 12:00:00 a. m.,778800,20,0,934560,SAN MARTIN,PEUGEOT,PEUGEOT 207 COMPACT 1.6 3 P XT PREMIUM / GRIFE,2013,"835.000,00",56200,5/28/2021 12:00:00 a. m.
2094,98,4,251595,4/26/2021,4/30/2021 12:00:00 a. m.,2310000,10,0,2541000,AVELLANEDA,VOLKSWAGEN,VW AMAROK 2.0 TD 4X2 DC STARLINE 140 HP,2015,"2.380.000,00",70000,6/7/2021 12:00:00 a. m.
2095,98,4,251768,4/17/2021,5/11/2021 12:00:00 a. m.,755700,20,70000,990840,QUILMES,VOLKSWAGEN,VW FOX 1.6 5 P. COMFORTLINE L/10 PACK,2010,"830.000,00",74300,6/28/2021 12:00:00 a. m.
2096,98,4,251805,4/29/2021,4/30/2021 12:00:00 a. m.,1090000,30,0,1417000,AVELLANEDA,CHEVROLET,CHEVROLET ONIX LT 1.4 N,2019,"1.310.000,00",220000,8/9/2021 12:00:00 a. m.
2097,98,4,251836,4/28/2021,5/7/2021 12:00:00 a. m.,536800,10,225000,837980,MORON,FIAT,FIAT SIENA 1.4 ELX EMOTION II,2010,"830.000,00",293200,6/7/2021 12:00:00 a. m.
2098,98,4,251848,4/28/2021,4/30/2021 12:00:00 a. m.,755000,20,0,906000,AVELLANEDA,VOLKSWAGEN,VW FOX 1.6 3 P. TRENDLINE L/10,2012,"800.000,00",45000,6/23/2021 12:00:00 a. m.
2099,98,4,251925,4/29/2021,5/5/2021 12:00:00 a. m.,1121000,20,60000,1417200,MORON,FORD,FORD ECO SPORT 1.6 SE L/13,2013,"1.308.000,00",187000,6/16/2021 12:00:00 a. m.
2100,98,4,251943,4/29/2021,5/3/2021 12:00:00 a. m.,760000,20,0,912000,MONTE GRANDE,VOLKSWAGEN,VW VENTO 1.9 TDI 105 HP LUXURY DSG,2006,"800.000,00",40000,6/11/2021 12:00:00 a. m.
2101,98,4,251947,4/29/2021,5/26/2021 12:00:00 a. m.,418000,20,0,501600,MENDOZA,RENAULT,RENAULT LOGAN 1.6 8V BASE,2009,"501.600,00",83600,9/30/2021 12:00:00 a. m.
2102,98,4,251952,4/29/2021,5/7/2021 12:00:00 a. m.,1025300,20,0,1230360,MORON,VOLKSWAGEN,VW SURAN 1.6 TRENDLINE L/15,2015,"1.165.000,00",139700,5/17/2021 12:00:00 a. m.
2103,98,4,252060,4/29/2021,5/3/2021 12:00:00 a. m.,624800,20,0,749760,AVELLANEDA,SUZUKI,SUZUKI FUN 1.4 5 PTAS. L/N,2011,"642.000,00",17200,6/25/2021 12:00:00 a. m.
2104,98,4,252093,4/28/2021,7/1/2021 12:00:00 a. m.,847000,10,0,931700,CORDOBA,FIAT,FIAT QUBO 1.4 ACTIVE,2013,"883.300,00",36300,9/27/2021 12:00:00 a. m.
2105,98,4,252203,4/30/2021,5/3/2021 12:00:00 a. m.,1705000,10,0,1875500,AVELLANEDA,AUDI,AUDI A4 1.8 TFSI,2010,"1.630.000,00",-75000,6/1/2021 12:00:00 a. m.
2106,98,4,252483,4/29/2021,5/4/2021 12:00:00 a. m.,363000,20,0,435600,MORON,VOLKSWAGEN,VW GOL 1.6 3 P. POWER LN AA DH,2007,"420.000,00",57000,7/16/2021 12:00:00 a. m.
2107,98,4,252624,4/29/2021,5/3/2021 12:00:00 a. m.,1750000,20,40000,2148000,M.DEL P.-ABYS,HONDA,HONDA CIVIC SI 2.0,2008,"1.690.000,00",-60000,5/28/2021 12:00:00 a. m.
2108,98,4,252692,4/30/2021,5/3/2021 12:00:00 a. m.,1067000,10,60000,1239700,MARTINEZ,FORD,FORD FIESTA 1.6 5 PTAS. TITANIUM (KD),2012,"1.160.000,00",93000,7/15/2021 12:00:00 a. m.
2109,98,4,252728,4/30/2021,5/3/2021 12:00:00 a. m.,647100,20,3000,780120,QUILMES,FIAT,FIAT PALIO 1.6 5 P SPORTING L/12,2013,"780.120,00",133020,6/15/2021 12:00:00 a. m.
2110,98,4,252746,4/29/2021,5/3/2021 12:00:00 a. m.,506000,30,0,657800,AVELLANEDA,PEUGEOT,PEUGEOT 206 LIVE ! 1.9 D 5 PTAS.,2007,"600.000,00",94000,9/16/2021 12:00:00 a. m.
2111,98,4,252928,4/30/2021,5/3/2021 12:00:00 a. m.,351000,20,0,421200,CASA MATRIZ,VOLKSWAGEN,VW GOL 1.9 D 5 PTAS. COMFORTLINE,2005,"381.000,00",30000,6/7/2021 12:00:00 a. m.
2112,98,4,252994,5/2/2021,7/21/2021 12:00:00 a. m.,676500,20,0,811800,MARTINEZ,FORD,FORD FIESTA 1.6 5 PTAS. ONE AMBIEN.,2012,"800.000,00",123500,8/31/2021 12:00:00 a. m.
2113,98,4,253124,4/28/2021,5/11/2021 12:00:00 a. m.,841500,20,0,1009800,CORDOBA,FORD,FORD MONDEO 1.8 GHIA 4 P. TDCI,2010,"965.000,00",123500,8/24/2021 12:00:00 a. m.
2114,98,4,253222,4/30/2021,6/10/2021 12:00:00 a. m.,2000100,10,0,2200110,QUILMES,FORD,FORD RANGER XLT 3.2 TDI DC 4X2,2013,"2.200.000,00",199900,6/28/2021 12:00:00 a. m.
2115,98,4,253253,5/1/2021,5/15/2021 12:00:00 a. m.,1780000,20,0,2136000,QUILMES,VOLKSWAGEN,VW AMAROK 2.0 TDI 4X2 HIGHLINE,2010,"2.000.000,00",220000,5/28/2021 12:00:00 a. m.
2116,98,4,253301,5/1/2021,5/8/2021 12:00:00 a. m.,672000,20,0,806400,MORON,FORD,FORD ECO SPORT 1.6 XL PLUS,2007,"700.000,00",28000,6/11/2021 12:00:00 a. m.
2117,98,4,253433,5/2/2021,5/4/2021 12:00:00 a. m.,500000,10,40000,594000,AVELLANEDA,FIAT,FIAT FIORINO FURGON NAFT.,2007,"590.000,00",90000,7/6/2021 12:00:00 a. m.
2118,98,4,253449,5/1/2021,6/10/2021 12:00:00 a. m.,480000,20,0,576000,BUENOS AIRES,SEMI REMOLQUE,S.REMOLQUE BARANDA 3 EJES,2017,"576.000,00",96000,10/26/2021 12:00:00 a. m.
2119,98,4,253705,4/29/2021,5/8/2021 12:00:00 a. m.,795000,20,0,954000,MORON,CITROEN,CITROEN C 3 PICASSO 1.6 I SX,2013,"860.000,00",65000,6/14/2021 12:00:00 a. m.
2120,98,4,253768,4/28/2021,5/4/2021 12:00:00 a. m.,650000,10,0,715000,AVELLANEDA,PEUGEOT,PEUGEOT 207 COMPACT 1.4 5 P. XR /ACTIVE,2009,"715.000,00",65000,6/8/2021 12:00:00 a. m.
2121,98,4,253836,5/2/2021,5/19/2021 12:00:00 a. m.,601200,20,0,721440,BUENOS AIRES,VOLKSWAGEN,VW FOX 1.6 3 P. COMFORTLINE L/10 PACK,2012,"721.440,00",120240,8/18/2021 12:00:00 a. m.
2122,98,4,254141,5/2/2021,5/5/2021 12:00:00 a. m.,1166000,30,0,1515800,EXT.CASA MATRIZ,FORD,FORD FIESTA 1.6 5 P S (KD),2015,"1.166.000,00",0,7/12/2021 12:00:00 a. m.
2123,98,4,254230,5/1/2021,5/7/2021 12:00:00 a. m.,1800000,10,60000,2046000,MORON,RENAULT,RENAULT DUSTER 1.6 4X2 PRIVILEGE L/15,2017,"1.847.500,00",47500,6/11/2021 12:00:00 a. m.
2124,98,4,254234,4/19/2021,5/4/2021 12:00:00 a. m.,759000,20,70000,994800,AVELLANEDA,RENAULT,RENAULT KANGOO CONFORT 1.6 CD SVT 1 PL,2011,"890.000,00",131000,6/9/2021 12:00:00 a. m.
2125,98,4,254377,5/2/2021,5/4/2021 12:00:00 a. m.,840100,10,0,924110,BUENOS AIRES,VOLKSWAGEN,VW FOX 1.6 CROSSFOX HIGHLINE L/10,2012,"910.000,00",69900,8/9/2021 12:00:00 a. m.
2126,98,4,254439,4/26/2021,5/15/2021 12:00:00 a. m.,894000,10,0,983400,QUILMES,CITROEN,CITROEN C 3 AIRCROSS 1.6 I SX,2011,"900.000,00",6000,6/28/2021 12:00:00 a. m.
2127,98,4,254511,4/29/2021,6/8/2021 12:00:00 a. m.,1958000,30,0,2545400,CORDOBA,RENAULT,RENAULT CAPTUR 2.0 ZEN,2017,"2.015.000,00",57000,6/22/2021 12:00:00 a. m.
2128,98,4,254513,5/1/2021,6/15/2021 12:00:00 a. m.,700800,10,0,770880,QUILMES,CHERY,CHERY QQ 1.0 CONFORT SECURITY,2017,"770.000,00",69200,6/28/2021 12:00:00 a. m.
2129,98,4,254580,4/30/2021,5/10/2021 12:00:00 a. m.,291500,20,0,349800,MENDOZA,ROVER,ROVER .25 1.6 16V CLASSIC,2002,"340.000,00",48500,8/6/2021 12:00:00 a. m.
2130,98,4,254594,5/4/2021,5/17/2021 12:00:00 a. m.,850000,20,75000,1110000,SAN MARTIN,RENAULT,RENAULT KANGOO CONFORT 1.6 CD SVT 1 PL,2013,"780.000,00",-70000,6/6/2021 12:00:00 a. m.
2131,98,4,254771,5/3/2021,5/5/2021 12:00:00 a. m.,610000,10,40000,715000,AVELLANEDA,CHEVROLET,CHEVROLET CLASSIC 1.4 4 PTAS. LS ABS AB LL,2016,"715.000,00",105000,7/2/2021 12:00:00 a. m.
